symbol,name_of_company, series,fno_stock, date_of_listing, paid_up_value, market_lot, isin_number, face_value
BIGBLOC,Bigbloc Construction Limited,eq,no,02-09-2016,2,1,INE412U01025,2
BIKAJI,Bikaji Foods International Limited,eq,no,16-11-2022,1,1,INE00E101023,1
BIL,Bhartiya International Limited,eq,no,12-04-2000,10,1,INE828A01016,10
BIOCON,Biocon Limited,eq,yes,07-04-2004,5,1,INE376G01013,5
BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Limited,eq,no,12-06-1996,10,1,INE829A01014,10
BIRLACABLE,Birla Cable Limited,eq,no,06-12-1995,10,1,INE800A01015,10
BIRLACORPN,Birla Corporation Limited,eq,no,12-04-1995,10,1,INE340A01012,10
BIRLAMONEY,Aditya Birla Money Limited,eq,no,07-02-2008,1,1,INE865C01022,1
BIRLANU,BirlaNu Limited,eq,no,26-04-1995,10,1,INE557A01011,10
BLACKBUCK,BLACKBUCK LIMITED,eq,no,22-11-2024,1,1,INE0UIZ01018,1
BLAL,BEML Land Assets Limited,eq,no,19-04-2023,10,1,INE0N7W01012,10
BLBLIMITED,BLB Limited,be,no,31-05-2000,1,1,INE791A01024,1
BLISSGVS,Bliss GVS Pharma Limited,eq,no,26-07-2010,1,1,INE416D01022,1
BLKASHYAP,B. L. Kashyap and Sons Limited,eq,no,17-03-2006,1,1,INE350H01032,1
BLS,BLS International Services Limited,eq,no,14-06-2016,1,1,INE153T01027,1
BLSE,BLS E-Services Limited,eq,no,06-02-2024,10,1,INE0NLT01010,10
BLUECHIP,Blue Chip India Limited,be,no,12-03-1997,2,1,INE657B01025,2
BLUECOAST,Blue Coast Hotels Limited,eq,no,16-02-2000,10,1,INE472B01011,10
BLUEDART,Blue Dart Express Limited,eq,no,12-12-2002,10,1,INE233B01017,10
BLUEJET,Blue Jet Healthcare Limited,eq,no,01-11-2023,2,1,INE0KBH01020,2
BLUESTARCO,Blue Star Limited,eq,yes,15-06-2000,2,1,INE472A01039,2
BLUESTONE,BlueStone Jewellery and Lifestyle Limited,eq,no,19-08-2025,1,1,INE304W01038,1
BLUSPRING,Bluspring Enterprises Limited,eq,no,11-06-2025,10,1,INE0U4101014,10
BMWVENTLTD,BMW Ventures Limited,eq,no,01-10-2025,10,1,INE965W01036,10
BODALCHEM,Bodal Chemicals Limited,eq,no,22-08-2011,2,1,INE338D01028,2
BOHRAIND,Bohra Industries Limited,be,no,27-10-2022,10,1,INE802W01023,10
BOMDYEING,Bombay Dyeing & Mfg Company Limited,eq,no,26-04-1995,2,1,INE032A01023,2
BONLON,Bonlon Industries Limited,eq,no,20-02-2026,10,1,INE0B9A01018,10
BORANA,Borana Weaves Limited,be,no,27-05-2025,10,1,INE16SF01016,10
BOROLTD,Borosil Limited,eq,no,22-07-2020,1,1,INE02PY01013,1
BORORENEW,BOROSIL RENEWABLES LIMITED,eq,no,25-05-2018,1,1,INE666D01022,1
BOROSCI,Borosil Scientific Limited,eq,no,07-06-2024,1,1,INE02L001032,1
BOSCH-HCIL,BOSCH HOME COMFORT INDIA LIMITED,eq,no,03-01-2000,10,1,INE782A01015,10
BOSCHLTD,Bosch Limited,eq,yes,12-05-2003,10,1,INE323A01026,10
BPCL,Bharat Petroleum Corporation Limited,eq,yes,13-09-1995,10,1,INE029A01011,10
BPL,BPL Limited,eq,no,14-06-1995,10,1,INE110A01019,10
BRIGADE,Brigade Enterprises Limited,eq,no,31-12-2007,10,1,INE791I01019,10
BRIGHOTEL,Brigade Hotel Ventures Limited,eq,no,31-07-2025,10,1,INE03NU01014,10
BRITANNIA,Britannia Industries Limited,eq,yes,05-11-1998,1,1,INE216A01030,1
BRNL,Bharat Road Network Limited,eq,no,18-09-2017,10,1,INE727S01012,10
BROOKS,Brooks Laboratories Limited,eq,no,05-09-2011,10,1,INE650L01011,10
BSE,BSE Limited,eq,yes,03-02-2017,2,1,INE118H01025,2
BSHSL,Bombay Super Hybrid Seeds Limited,eq,no,28-10-2020,1,1,INE032Z01020,1
BSL,BSL Limited,eq,no,27-07-1995,10,1,INE594B01012,10
BSOFT,BIRLASOFT LIMITED,eq,no,24-11-1999,2,1,INE836A01035,2
BTML,Bodhi Tree Multimedia Limited,eq,no,15-02-2023,1,1,INE0EEJ01023,1
BUILDPRO,Shankara Buildpro Limited,eq,no,09-01-2026,10,1,INE24OJ01011,10
BUTTERFLY,Butterfly Gandhimathi Appliances Limited,eq,no,28-04-2014,10,1,INE295F01017,10
BVCL,Barak Valley Cements Limited,eq,no,23-11-2007,10,1,INE139I01011,10
BYKE,The Byke Hospitality Ltd,eq,no,15-04-2015,10,1,INE319B01014,10
CALSOFT,California Software Company Limited,eq,no,28-06-2000,10,1,INE526B01014,10
CAMLINFINE,Camlin Fine Sciences Limited,eq,no,20-01-2015,1,1,INE052I01032,1
CAMPUS,Campus Activewear Limited,eq,no,09-05-2022,5,1,INE278Y01022,5
CAMS,Computer Age Management Services Limited,eq,yes,07-05-2021,2,1,INE596I01020,2
CANBK,Canara Bank,eq,yes,23-12-2002,2,1,INE476A01022,2
CANFINHOME,Can Fin Homes Limited,eq,no,10-05-1995,2,1,INE477A01020,2
CANHLIFE,Canara HSBC Life Insurance Company Limited,eq,no,17-10-2025,10,1,INE01TY01017,10
CANTABIL,Cantabil Retail India Limited,eq,no,12-10-2010,2,1,INE068L01024,2
CAPACITE,Capacit'e Infraprojects Limited,eq,no,25-09-2017,10,1,INE264T01014,10
CAPILLARY,Capillary Technologies India Limited,eq,no,21-11-2025,2,1,INE0ILV01024,2
CAPITALSFB,Capital Small Finance Bank Limited,eq,no,14-02-2024,10,1,INE646H01017,10
CAPLIPOINT,Caplin Point Laboratories Limited,eq,no,23-06-2014,2,1,INE475E01026,2
CAPTRUST,Capital Trust Limited,be,no,16-01-2017,10,1,INE707C01018,10
CARBORUNIV,Carborundum Universal Limited,eq,no,03-04-1996,1,1,INE120A01034,1
CARERATING,CARE Ratings Limited,eq,no,26-12-2012,10,1,INE752H01013,10
CARRARO,Carraro India Limited,eq,no,30-12-2024,10,1,INE0V7W01012,10
CARTRADE,Cartrade Tech Limited,eq,no,20-08-2021,10,1,INE290S01011,10
CARYSIL,CARYSIL LIMITED,eq,no,14-01-2021,2,1,INE482D01024,2
CASTROLIND,Castrol India Limited,eq,no,14-03-2014,5,1,INE172A01027,5
CCAVENUE,AvenuesAI Limited,eq,no,04-04-2016,1,1,INE483S01020,1
CCCL,Consolidated Construction Consortium Limited,eq,no,15-10-2007,2,1,INE429I01024,2
CCHHL,Country Club Hospitality & Holidays Limited,eq,no,03-02-2015,2,1,INE652F01027,2
CCL,CCL Products (India) Limited,eq,no,07-06-2004,2,1,INE421D01022,2
CDSL,Central Depository Services (India) Limited,eq,yes,30-06-2017,10,1,INE736A01011,10
CEATLTD,CEAT Limited,eq,no,01-02-2008,10,1,INE482A01020,10
CEIGALL,Ceigall India Limited,eq,no,08-08-2024,5,1,INE0AG901020,5
CEINSYS,Ceinsys Tech Limited,eq,no,19-02-2026,10,1,INE016Q01014,10
CELEBRITY,Celebrity Fashions Limited,eq,no,12-01-2006,10,1,INE185H01016,10
CELLO,Cello World Limited,eq,no,06-11-2023,5,1,INE0LMW01024,5
CEMPRO,Cemindia Projects Limited,eq,no,10-02-1999,1,1,INE686A01026,1
CENTENKA,Century Enka Limited,eq,no,10-05-1995,10,1,INE485A01015,10
CENTEXT,Century Extrusions Limited,eq,no,20-07-2004,1,1,INE281A01026,1
CENTRALBK,Central Bank of India,eq,no,21-08-2007,10,1,INE483A01010,10
CENTRUM,Centrum Capital Limited,eq,no,04-04-2018,1,1,INE660C01027,1
CENTUM,Centum Electronics Limited,eq,no,05-10-2007,10,1,INE320B01020,10
CENTURYPLY,Century Plyboards (India) Limited,eq,no,23-03-2006,1,1,INE348B01021,1
CERA,Cera Sanitaryware Limited,eq,no,02-11-2007,5,1,INE739E01017,5
CEREBRAINT,Cerebra Integrated Technologies Limited,bz,no,26-06-2013,10,1,INE345B01019,10
CESC,CESC Limited,eq,no,08-02-1995,1,1,INE486A01021,1
CEWATER,Concord Enviro Systems Limited,eq,no,27-12-2024,5,1,INE037Z01029,5
CGCL,Capri Global Capital Limited,eq,no,29-10-2010,1,1,INE180C01042,1
CGPOWER,CG Power and Industrial Solutions Limited,eq,yes,01-03-1995,2,1,INE067A01029,2
CHALET,Chalet Hotels Limited,eq,no,07-02-2019,10,1,INE427F01016,10
CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,eq,no,14-06-1995,10,1,INE085A01013,10
CHEMBOND,Chembond Material Technologies Limited,eq,no,20-11-2019,5,1,INE995D01025,5
CHEMBONDCH,Chembond Chemicals Limited,eq,no,23-07-2025,5,1,INE0TGX01019,5
CHEMCON,Chemcon Speciality Chemicals Limited,eq,no,01-10-2020,10,1,INE03YM01018,10
CHEMFAB,Chemfab Alkalis Limited,eq,no,25-04-2018,10,1,INE783X01023,10
CHEMPLASTS,Chemplast Sanmar Limited,eq,no,24-08-2021,5,1,INE488A01050,5
CHENNPETRO,Chennai Petroleum Corporation Limited,eq,no,07-06-2000,10,1,INE178A01016,10
CHEVIOT,Cheviot Company Limited,eq,no,20-06-2022,10,1,INE974B01016,10
CHOICEIN,Choice International Limited,eq,no,08-04-2022,10,1,INE102B01014,10
CHOLAFIN,Cholamandalam Investment and Finance Company Limited,eq,yes,15-05-1996,2,1,INE121A01024,2
CHOLAHLDNG,Cholamandalam Financial Holdings Limited,eq,no,25-09-2017,1,1,INE149A01033,1
CIEINDIA,CIE Automotive India Limited,eq,no,30-08-2007,10,1,INE536H01010,10
CIFL,Capital India Finance Limited,eq,no,17-04-2025,2,1,INE345H01024,2
CIGNITITEC,Cigniti Technologies Limited,eq,no,13-10-2014,10,1,INE675C01017,10
CINELINE,Cineline India Limited,eq,no,13-06-2012,5,1,INE704H01022,5
CINEVISTA,Cinevista Limited,eq,no,02-05-2000,2,1,INE039B01026,2
CIPLA,Cipla Limited,eq,yes,08-02-1995,2,1,INE059A01026,2
CLEAN,Clean Science and Technology Limited,eq,no,19-07-2021,1,1,INE227W01023,1
CLEANMAX,Clean Max Enviro Energy Solutions Limited,eq,no,02-03-2026,1,1,INE647U01026,1
CLEDUCATE,CL Educate Limited,be,no,31-03-2017,5,1,INE201M01029,5
CLSEL,Chaman Lal Setia Exports Limited,eq,no,12-05-2021,2,1,INE419D01026,2
CMPDI,Central Mine Planning & Design Institute Limited,eq,no,30-03-2026,2,1,INE05HV01027,2
CMSINFO,CMS Info Systems Limited,eq,no,31-12-2021,10,1,INE925R01014,10
CNL,Creative Newtech Limited,eq,no,05-08-2019,10,1,INE985W01018,10
COALINDIA,Coal India Limited,eq,yes,04-11-2010,10,1,INE522F01014,10
COASTCORP,Coastal Corporation Limited,eq,no,08-10-2021,2,1,INE377E01024,2
COCHINSHIP,Cochin Shipyard Limited,eq,no,11-08-2017,5,1,INE704P01025,5
COFFEEDAY,Coffee Day Enterprises Limited,eq,no,02-11-2015,10,1,INE335K01011,10
COFORGE,Coforge Limited,eq,yes,30-08-2004,2,1,INE591G01025,2
COHANCE,Cohance Lifesciences Limited,eq,no,09-03-2020,1,1,INE03QK01018,1
COLPAL,Colgate Palmolive (India) Limited,eq,yes,17-12-2007,1,1,INE259A01022,1
COMPINFO,Compuage Infocom Limited,bz,no,07-07-2016,2,1,INE070C01037,2
COMPUSOFT,Compucom Software Limited,eq,no,02-03-2012,2,1,INE453B01029,2
COMSYN,Commercial Syn Bags Limited,eq,no,23-01-2024,10,1,INE073V01015,10
CONCOR,Container Corporation of India Limited,eq,yes,07-05-1997,5,1,INE111A01025,5
CONCORDBIO,Concord Biotech Limited,eq,no,18-08-2023,1,1,INE338H01029,1
CONFIPET,Confidence Petroleum India Limited,eq,no,13-06-2019,1,1,INE552D01024,1
CONSOFINVT,Consolidated Finvest & Holdings Limited,be,no,29-03-2005,10,1,INE025A01027,10
CONTROLPR,Control Print Limited,eq,no,24-06-2016,10,1,INE663B01015,10
CORALFINAC,Coral India Finance & Housing Limited,eq,no,25-03-1996,2,1,INE558D01021,2
CORDSCABLE,Cords Cable Industries Limited,eq,no,13-02-2008,10,1,INE792I01017,10
COROMANDEL,Coromandel International Limited,eq,no,31-05-1995,1,1,INE169A01031,1
CORONA,CORONA Remedies Limited,eq,no,15-12-2025,10,1,INE02ZQ01018,10
COSMOFIRST,COSMO FIRST LIMITED,eq,no,25-05-1995,10,1,INE757A01017,10
COUNCODOS,Country Condo's Limited,eq,no,22-01-2009,1,1,INE695B01025,1
CPCAP,CP Capital Limited,eq,no,06-10-2010,10,1,INE521J01018,10
CPEDU,Career Point Edutech Limited,eq,no,05-09-2025,10,1,INE0P6P01016,10
CPPLUS,Aditya Infotech Limited,eq,no,05-08-2025,1,1,INE819V01029,1
CRAFTSMAN,Craftsman Automation Limited,eq,no,25-03-2021,5,1,INE00LO01017,5
CRAMC,Canara Robeco Asset Management Company Limited,eq,no,16-10-2025,10,1,INE218I01013,10
CREATIVEYE,Creative Eye Limited,eq,no,20-12-2000,5,1,INE230B01021,5
CREDITACC,CREDITACCESS GRAMEEN LIMITED,eq,no,23-08-2018,10,1,INE741K01010,10
CREST,Crest Ventures Limited,eq,no,27-12-2006,10,1,INE559D01011,10
CRISIL,CRISIL Limited,eq,no,28-06-1995,1,1,INE007A01025,1
CRIZAC,Crizac Limited,eq,no,09-07-2025,2,1,INE0S4R01014,2
CROMPTON,Crompton Greaves Consumer Electricals Limited,eq,yes,13-05-2016,2,1,INE299U01018,2
CROWN,Crown Lifters Limited,eq,no,08-02-2022,10,1,INE491V01019,10
CSBBANK,CSB Bank Limited,eq,no,04-12-2019,10,1,INE679A01013,10
CSLFINANCE,CSL Finance Limited,eq,no,21-07-2022,10,1,INE718F01018,10
CTE,Cambridge Technology Enterprises Limited,eq,no,07-02-2007,10,1,INE627H01017,10
CUB,City Union Bank Limited,eq,no,25-08-1998,1,1,INE491A01021,1
CUBEXTUB,Cubex Tubings Limited,eq,no,24-04-1996,10,1,INE144D01012,10
CUMMINSIND,Cummins India Limited,eq,yes,29-03-1995,2,1,INE298A01020,2
CUPID,Cupid Limited,eq,no,16-09-2016,1,1,INE509F01029,1
CURAA,Cura Technologies Limited,be,no,21-03-2025,10,1,INE117B01020,10
CYBERMEDIA,Cyber Media (India) Limited,eq,no,10-06-2005,10,1,INE278G01037,10
CYBERTECH,Cybertech Systems And Software Limited,eq,no,27-01-1999,10,1,INE214A01019,10
CYIENT,Cyient Limited,eq,no,30-09-1998,5,1,INE136B01020,5
CYIENTDLM,Cyient DLM Limited,eq,no,10-07-2023,10,1,INE055S01018,10
DABUR,Dabur India Limited,eq,yes,28-04-1999,1,1,INE016A01026,1
DALBHARAT,Dalmia Bharat Limited,eq,yes,22-01-2019,2,1,INE00R701025,2
DALMIASUG,Dalmia Bharat Sugar and Industries Limited,eq,no,17-01-1996,2,1,INE495A01022,2
DAMCAPITAL,Dam Capital Advisors Limited,eq,no,27-12-2024,2,1,INE284H01025,2
DAMODARIND,Damodar Industries Limited,eq,no,04-07-2016,5,1,INE497D01022,5
DANGEE,Dangee Dums Limited,eq,no,13-11-2020,1,1,INE688Y01022,1
DATAMATICS,Datamatics Global Services Limited,eq,no,07-05-2004,5,1,INE365B01017,5
DATAPATTNS,Data Patterns (India) Limited,eq,no,24-12-2021,2,1,INE0IX101010,2
DAVANGERE,Davangere Sugar Company Limited,eq,no,25-01-2024,1,1,INE179G01029,1
DBCORP,D.B.Corp Limited,eq,no,06-01-2010,10,1,INE950I01011,10
DBEIL,Deepak Builders & Engineers India Limited,eq,no,28-10-2024,10,1,INE0OPA01019,10
DBL,Dilip Buildcon Limited,eq,no,11-08-2016,10,1,INE917M01012,10
DBOL,Dhampur Bio Organics Limited,be,no,08-09-2022,10,1,INE0I3401014,10
DBREALTY,Valor Estate Limited,eq,no,24-02-2010,10,1,INE879I01012,10
DBSTOCKBRO,DB (International) Stock Brokers Limited,eq,no,29-02-2012,2,1,INE921B01025,2
DCAL,Dishman Carbogen Amcis Limited,eq,no,21-09-2017,2,1,INE385W01011,2
DCBBANK,DCB Bank Limited,eq,no,27-10-2006,10,1,INE503A01015,10
DCI,Dc Infotech And Communication Limited,be,no,19-10-2022,10,1,INE0A1101019,10
DCM,DCM  Limited,eq,no,29-03-1995,10,1,INE498A01018,10
DCMFINSERV,DCM Financial Services Limited,be,no,21-05-1997,10,1,INE891B01012,10
DCMNVL,DCM Nouvelle Limited,eq,no,16-07-2019,10,1,INE08KP01019,10
DCMSHRIRAM,DCM Shriram Limited,eq,no,12-04-1995,2,1,INE499A01024,2
DCMSIL,DCM Shriram International Limited,be,no,17-02-2026,2,1,INE0OU201013,2
DCMSRIND,DCM Shriram Industries Limited,eq,no,24-12-2021,2,1,INE843D01027,2
DCW,DCW Limited,eq,no,25-05-1995,2,1,INE500A01029,2
DCXINDIA,DCX Systems Limited,eq,no,11-11-2022,2,1,INE0KL801015,2
DDEVPLSTIK,Ddev Plastiks Industries Limited,eq,no,15-01-2025,1,1,INE0HR601026,1
DECCANCE,Deccan Cements Limited,eq,no,02-08-2007,5,1,INE583C01021,5
DEEDEV,DEE Development Engineers Limited,eq,no,26-06-2024,10,1,INE841L01016,10
DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,eq,no,17-01-2003,10,1,INE501A01019,10
DEEPAKNTR,Deepak Nitrite Limited,eq,no,29-09-2010,2,1,INE288B01029,2
DEEPINDS,Deep Industries Limited,eq,no,27-04-2021,5,1,INE0FHS01024,5
DELHIVERY,Delhivery Limited,eq,yes,24-05-2022,1,1,INE148O01028,1
DELPHIFX,DELPHI WORLD MONEY LIMITED,eq,no,28-06-2011,2,1,INE726L01027,2
DELTACORP,Delta Corp Limited,eq,no,02-11-2007,1,1,INE124G01033,1
DELTAMAGNT,Delta Manufacturing Limited,eq,no,18-10-1995,10,1,INE393A01011,10
DEN,Den Networks Limited,eq,no,24-11-2009,10,1,INE947J01015,10
DENORA,De Nora India Limited,eq,no,07-08-1997,10,1,INE244A01016,10
DENTA,Denta Water and Infra Solutions Limited,eq,no,29-01-2025,10,1,INE0R4L01018,10
DEVIT,Dev Information Technology Limited,eq,no,15-02-2022,2,1,INE060X01034,2
DEVX,Dev Accelerator Limited,eq,no,17-09-2025,2,1,INE0VOV01021,2
DEVYANI,Devyani International Limited,eq,no,16-08-2021,1,1,INE872J01023,1
DGCONTENT,Digicontent Limited,eq,no,18-06-2019,2,1,INE03JI01017,2
DHAMPURSUG,Dhampur Sugar Mills Limited,eq,no,29-03-1995,10,1,INE041A01016,10
DHANBANK,Dhanlaxmi Bank Limited,eq,no,01-04-2004,10,1,INE680A01011,10
DHANUKA,Dhanuka Agritech Limited,eq,no,29-06-2011,2,1,INE435G01025,2
DHARMAJ,Dharmaj Crop Guard Limited,eq,no,08-12-2022,10,1,INE00OQ01016,10
DHRUV,Dhruv Consultancy Services Limited,eq,no,25-11-2021,10,1,INE506Z01015,10
DHUNINV,Dhunseri Investments Limited,eq,no,18-03-2011,10,1,INE320L01011,10
DIACABS,Diamond Power Infrastructure Limited,eq,no,15-09-2023,1,1,INE989C01038,1
DIAMINESQ,Diamines & Chemicals Limited,eq,no,25-09-2023,10,1,INE591D01014,10
DIAMONDYD,Prataap Snacks Limited,eq,no,05-10-2017,5,1,INE393P01035,5
DICIND,DIC India Limited,eq,no,30-08-1995,10,1,INE303A01010,10
DIFFNKG,Diffusion Engineers Limited,eq,no,04-10-2024,10,1,INE184O01015,10
DIGIDRIVE,Digidrive Distributors Limited,eq,no,10-01-2024,10,1,INE0PSC01024,10
DIGISPICE,DiGiSPICE Technologies Limited,eq,no,27-05-2008,3,1,INE927C01020,3
DIGITIDE,Digitide Solutions Limited,eq,no,11-06-2025,10,1,INE0U4701011,10
DIGJAMLMTD,Digjam Limited,eq,no,18-10-2021,10,1,INE731U01028,10
DISHTV,Dish TV India Limited,eq,no,18-04-2007,1,1,INE836F01026,1
DIVGIITTS,Divgi Torqtransfer Systems Limited,eq,no,14-03-2023,5,1,INE753U01022,5
DIVISLAB,Divi's Laboratories Limited,eq,yes,12-03-2003,2,1,INE361B01024,2
DIXON,Dixon Technologies (India) Limited,eq,yes,18-09-2017,2,1,INE935N01020,2
DJML,DJ Mediaprint & Logistics Limited,be,no,05-12-2022,10,1,INE0B1K01014,10
DLF,DLF Limited,eq,yes,05-07-2007,2,1,INE271C01023,2
DLINKINDIA,D-Link (India) Limited,eq,no,18-12-2009,2,1,INE250K01012,2
DMART,Avenue Supermarts Limited,eq,yes,21-03-2017,10,1,INE192R01011,10
DMCC,DMCC SPECIALITY CHEMICALS LIMITED,eq,no,01-12-2021,10,1,INE505A01010,10
DNAMEDIA,Diligent Media Corporation Limited,eq,no,11-12-2017,1,1,INE016M01021,1
DODLA,Dodla Dairy Limited,eq,no,28-06-2021,10,1,INE021O01019,10
DOLATALGO,Dolat Algotech Limited,eq,no,12-01-2024,1,1,INE966A01022,1
DOLLAR,Dollar Industries Limited,eq,no,21-04-2017,2,1,INE325C01035,2
DOLPHIN,Dolphin Offshore Enterprises (India) Limited,eq,no,21-08-2023,1,1,INE920A01037,1
DOMS,DOMS Industries Limited,eq,no,20-12-2023,10,1,INE321T01012,10
DONEAR,Donear Industries Limited,eq,no,20-12-2006,2,1,INE668D01028,2
DPABHUSHAN,D. P. Abhushan Limited,eq,no,03-11-2020,10,1,INE266Y01019,10
DPSCLTD,DPSC Limited,eq,no,21-04-2008,1,1,INE360C01024,1
DPWIRES,D P Wires Limited,eq,no,17-01-2020,10,1,INE864X01013,10
DRCSYSTEMS,DRC Systems India Limited,eq,no,10-03-2021,1,1,INE03RS01027,1
DREAMFOLKS,Dreamfolks Services Limited,eq,no,06-09-2022,2,1,INE0JS101016,2
DREDGECORP,Dredging Corporation of India Limited,eq,no,15-01-2004,10,1,INE506A01018,10
DRREDDY,Dr. Reddy's Laboratories Limited,eq,yes,30-05-2003,1,1,INE089A01031,1
DSFCL,DCM Shriram Fine Chemicals Limited,eq,no,17-02-2026,2,1,INE0OFM01015,2
DSSL,Dynacons Systems & Solutions Limited,eq,no,01-12-2011,10,1,INE417B01040,10
DTIL,Dhunseri Tea & Industries Limited,eq,no,20-01-2015,10,1,INE341R01014,10
DUCON,Ducon Infratechnologies Limited,be,no,09-10-2012,1,1,INE741L01018,1
DVL,Dhunseri Ventures Limited,eq,no,11-01-2008,10,1,INE477B01010,10
DWARKESH,Dwarikesh Sugar Industries Limited,eq,no,31-12-2004,1,1,INE366A01041,1
DYCL,Dynamic Cables Limited,eq,no,27-07-2022,10,1,INE600Y01019,10
DYNAMATECH,Dynamatic Technologies Limited,eq,no,14-09-2006,10,1,INE221B01012,10
DYNPRO,Dynemic Products Limited,eq,no,19-07-2017,10,1,INE256H01015,10
E2E,E2E Networks Limited,be,no,12-04-2022,10,1,INE255Z01019,10
EASEMYTRIP,Easy Trip Planners Limited,eq,no,19-03-2021,1,1,INE07O001026,1
EASTSILK,Eastern Silk Industries Limited,be,no,03-07-1996,2,1,INE962C01035,2
EBGNG,GNG Electronics Limited,eq,no,30-07-2025,2,1,INE18JU01028,2
ECLERX,eClerx Services Limited,eq,no,31-12-2007,10,1,INE738I01010,10
ECOSMOBLTY,Ecos (India) Mobility & Hospitality Limited,eq,no,04-09-2024,2,1,INE06HJ01020,2
EDELWEISS,Edelweiss Financial Services Limited,eq,no,12-12-2007,1,1,INE532F01054,1
EFCIL,EFC (I) Limited,eq,no,20-08-2025,2,1,INE886D01026,2
EICHERMOT,Eicher Motors Limited,eq,yes,07-09-2004,1,1,INE066A01021,1
EIDPARRY,EID Parry India Limited,eq,no,10-05-1995,1,1,INE126A01031,1
EIEL,Enviro Infra Engineers Limited,eq,no,29-11-2024,10,1,INE0LLY01014,10
EIFFL,Euro India Fresh Foods Limited,eq,no,12-10-2021,10,1,INE546V01010,10
EIHAHOTELS,EIH Associated Hotels Limited,eq,no,08-04-2008,10,1,INE276C01014,10
EIHOTEL,EIH Limited,eq,no,08-02-1995,2,1,INE230A01023,2
EIMCOELECO,Eimco Elecon (India) Limited,eq,no,17-04-1996,10,1,INE158B01016,10
EKC,Everest Kanto Cylinder Limited,eq,no,15-12-2005,2,1,INE184H01027,2
ELDEHSG,Eldeco Housing And Industries Limited,eq,no,12-04-2022,2,1,INE668G01021,2
ELECON,Elecon Engineering Company Limited,eq,no,29-09-2006,1,1,INE205B01031,1
ELECTCAST,Electrosteel Castings Limited,eq,no,20-06-2003,1,1,INE086A01029,1
ELECTHERM,Electrotherm (India) Limited,eq,no,20-08-2007,10,1,INE822G01016,10
ELGIEQUIP,Elgi Equipments Limited,eq,no,22-11-1995,1,1,INE285A01027,1
ELGIRUBCO,Elgi Rubber Company Limited,eq,no,10-08-2011,1,1,INE819L01012,1
ELIN,Elin Electronics Limited,eq,no,30-12-2022,5,1,INE050401020,5
ELLEN,Ellenbarrie Industrial Gases Limited,eq,no,01-07-2025,2,1,INE236E01022,2
EMAMILTD,Emami Limited,eq,no,03-08-2006,1,1,INE548C01032,1
EMAMIPAP,Emami Paper Mills Limited,eq,no,30-05-2019,2,1,INE830C01026,2
EMAMIREAL,Emami Realty Limited,eq,no,28-07-2010,2,1,INE778K01012,2
EMCURE,Emcure Pharmaceuticals Limited,eq,no,10-07-2024,10,1,INE168P01015,10
EMIL,Electronics Mart India Limited,eq,no,17-10-2022,10,1,INE02YR01019,10
EMKAY,Emkay Global Financial Services Limited,eq,no,28-04-2006,10,1,INE296H01011,10
EMMBI,Emmbi Industries Limited,eq,no,24-02-2010,10,1,INE753K01015,10
EMMVEE,Emmvee Photovoltaic Power Limited,eq,no,18-11-2025,2,1,INE1C6T01020,2
EMSLIMITED,EMS Limited,eq,no,21-09-2023,10,1,INE0OV601013,10
EMUDHRA,eMudhra Limited,eq,no,01-06-2022,5,1,INE01QM01018,5
ENDURANCE,Endurance Technologies Limited,eq,no,19-10-2016,10,1,INE913H01037,10
ENERGYDEV,Energy Development Company Limited,eq,no,02-11-2007,10,1,INE306C01019,10
ENGINERSIN,Engineers India Limited,eq,no,20-08-1997,5,1,INE510A01028,5
ENIL,Entertainment Network (India) Limited,eq,no,15-02-2006,10,1,INE265F01028,10
ENRIN,Siemens Energy India Limited,eq,no,19-06-2025,2,1,INE1NPP01017,2
ENTERO,Entero Healthcare Solutions Limited,eq,no,16-02-2024,10,1,INE010601016,10
EPACK,EPACK Durable Limited,eq,no,30-01-2024,10,1,INE0G5901015,10
EPACKPEB,EPack Prefab Technologies Limited,eq,no,01-10-2025,2,1,INE0MLS01022,2
EPIGRAL,Epigral Limited,eq,no,18-08-2021,10,1,INE071N01016,10
EPL,EPL Limited,eq,no,11-02-2002,2,1,INE255A01020,2
EQUIPPP,Equippp Social Impact Technologies Limited,be,no,19-05-2021,1,1,INE217G01035,1
EQUITASBNK,Equitas Small Finance Bank Limited,eq,no,02-11-2020,10,1,INE063P01018,10
ERIS,Eris Lifesciences Limited,eq,no,29-06-2017,1,1,INE406M01024,1
ESABINDIA,Esab India Limited,eq,no,01-11-1995,10,1,INE284A01012,10
ESAFSFB,ESAF Small Finance Bank Limited,eq,no,10-11-2023,10,1,INE818W01011,10
ESCORTS,Escorts Kubota Limited,eq,no,01-03-1995,10,1,INE042A01014,10
ESSARSHPNG,Essar Shipping Limited,eq,no,15-11-2011,10,1,INE122M01019,10
ESSENTIA,Integra Essentia Limited,eq,no,20-08-2013,1,1,INE418N01035,1
ESTER,Ester Industries Limited,eq,no,20-06-2011,5,1,INE778B01029,5
ETERNAL,ETERNAL LIMITED,eq,yes,23-07-2021,1,1,INE758T01015,1
ETHOSLTD,Ethos Limited,eq,no,30-05-2022,10,1,INE04TZ01018,10
